ID,Language_ID,Parameter_ID,Value
colex-keri1250,keri1250,Is_there_colexification?,lexically distinct
colex-keta1243,keta1243,Is_there_colexification?,unknown
colex-kheh1237,kheh1237,Is_there_colexification?,full colexification
colex-kili1267,kili1267,Is_there_colexification?,lexically distinct
colex-kima1244,kima1244,Is_there_colexification?,unknown
colex-kina1250,kina1250,Is_there_colexification?,full colexification
colex-kina1252,kina1252,Is_there_colexification?,unknown
colex-kiok1239,kiok1239,Is_there_colexification?,lexically distinct
colex-kipu1237,kipu1237,Is_there_colexification?,unknown
colex-kisa1266,kisa1266,Is_there_colexification?,partial colexification
colex-kiss1246,kiss1246,Is_there_colexification?,lexically distinct
colex-klia1235,klia1235,Is_there_colexification?,unknown
colex-koba1240,koba1240,Is_there_colexification?,unknown
colex-kode1237,kode1237,Is_there_colexification?,unknown
colex-kodi1247,kodi1247,Is_there_colexification?,full colexification
colex-kohi1250,kohi1250,Is_there_colexification?,unknown
colex-koko1269,koko1269,Is_there_colexification?,lexically distinct
colex-kola1285,kola1285,Is_there_colexification?,full colexification
colex-koli1253,koli1253,Is_there_colexification?,unknown
colex-kolu1245,kolu1245,Is_there_colexification?,partial colexification
colex-kome1238,kome1238,Is_there_colexification?,lexically distinct
colex-komo1261,komo1261,Is_there_colexification?,full colexification
colex-komp1237,komp1237,Is_there_colexification?,unknown
colex-kono1269,kono1269,Is_there_colexification?,lexically distinct
colex-koro1308,koro1308,Is_there_colexification?,lexically distinct
colex-koro1310,koro1310,Is_there_colexification?,lexically distinct
colex-koro1311,koro1311,Is_there_colexification?,partial colexification
colex-kosr1238,kosr1238,Is_there_colexification?,lexically distinct
colex-kota1275,kota1275,Is_there_colexification?,unknown
colex-kota1279,kota1279,Is_there_colexification?,unknown
colex-kove1237,kove1237,Is_there_colexification?,full colexification
colex-kowi1239,kowi1239,Is_there_colexification?,lexically distinct
colex-kuan1248,kuan1248,Is_there_colexification?,partial colexification
colex-kubu1239,kubu1239,Is_there_colexification?,unknown
colex-kuij1237,kuij1237,Is_there_colexification?,unknown
colex-kuli1254,kuli1254,Is_there_colexification?,partial colexification
colex-kulo1237,kulo1237,Is_there_colexification?,lexically distinct
colex-kulo1238,kulo1238,Is_there_colexification?,unknown
colex-kuma1276,kuma1276,Is_there_colexification?,lexically distinct
colex-kuma1278,kuma1278,Is_there_colexification?,partial colexification
colex-kumb1274,kumb1274,Is_there_colexification?,full colexification
colex-kuni1263,kuni1263,Is_there_colexification?,partial colexification
colex-kupa1239,kupa1239,Is_there_colexification?,unknown
colex-kuri1260,kuri1260,Is_there_colexification?,unknown
colex-kurr1245,kurr1245,Is_there_colexification?,unknown
colex-kurt1250,kurt1250,Is_there_colexification?,unknown
colex-kuru1305,kuru1305,Is_there_colexification?,unknown
colex-kusa1251,kusa1251,Is_there_colexification?,lexically distinct
colex-kwai1243,kwai1243,Is_there_colexification?,full colexification
colex-kwam1252,kwam1252,Is_there_colexification?,lexically distinct
colex-kwar1239,kwar1239,Is_there_colexification?,full colexification
colex-labe1239,labe1239,Is_there_colexification?,lexically distinct
colex-labo1244,labo1244,Is_there_colexification?,lexically distinct
colex-labu1248,labu1248,Is_there_colexification?,unknown
colex-labu1249,labu1249,Is_there_colexification?,unknown
colex-lagh1246,lagh1246,Is_there_colexification?,lexically distinct
colex-laha1251,laha1251,Is_there_colexification?,unknown
colex-laha1253,laha1253,Is_there_colexification?,lexically distinct
colex-laiy1246,laiy1246,Is_there_colexification?,full colexification
colex-laka1255,laka1255,Is_there_colexification?,partial colexification
colex-lako1245,lako1245,Is_there_colexification?,partial colexification
colex-laku1238,laku1238,Is_there_colexification?,unknown
colex-lala1268,lala1268,Is_there_colexification?,full colexification
colex-lama1277,lama1277,Is_there_colexification?,lexically distinct
colex-lama1278,lama1278,Is_there_colexification?,lexically distinct
colex-lama1279,lama1279,Is_there_colexification?,unknown
colex-lamb1273,lamb1273,Is_there_colexification?,full colexification
colex-lame1260,lame1260,Is_there_colexification?,partial colexification
colex-lamo1244,lamo1244,Is_there_colexification?,lexically distinct
colex-lamp1242,lamp1242,Is_there_colexification?,lexically distinct
colex-lamp1243,lamp1243,Is_there_colexification?,lexically distinct
colex-lana1236,lana1236,Is_there_colexification?,unknown
colex-lapu1236,lapu1236,Is_there_colexification?,unknown
colex-lara1260,lara1260,Is_there_colexification?,unknown
colex-lare1249,lare1249,Is_there_colexification?,lexically distinct
colex-lari1255,lari1255,Is_there_colexification?,unknown
colex-lasa1237,lasa1237,Is_there_colexification?,partial colexification
colex-latu1237,latu1237,Is_there_colexification?,unknown
colex-laua1243,laua1243,Is_there_colexification?,unknown
colex-lauj1238,lauj1238,Is_there_colexification?,unknown
colex-lauu1247,lauu1247,Is_there_colexification?,lexically distinct
colex-lava1239,lava1239,Is_there_colexification?,lexically distinct
colex-lawa1257,lawa1257,Is_there_colexification?,lexically distinct
colex-lawu1237,lawu1237,Is_there_colexification?,lexically distinct
colex-ledo1238,ledo1238,Is_there_colexification?,unknown
colex-lege1241,lege1241,Is_there_colexification?,unknown
colex-leha1243,leha1243,Is_there_colexification?,lexically distinct
colex-leha1244,leha1244,Is_there_colexification?,lexically distinct
colex-leip1237,leip1237,Is_there_colexification?,lexically distinct
colex-lela1246,lela1246,Is_there_colexification?,unknown
colex-lele1267,lele1267,Is_there_colexification?,lexically distinct
colex-lele1270,lele1270,Is_there_colexification?,unknown
colex-leme1238,leme1238,Is_there_colexification?,lexically distinct
colex-lemo1243,lemo1243,Is_there_colexification?,unknown
colex-lena1238,lena1238,Is_there_colexification?,partial colexification
colex-leng1259,leng1259,Is_there_colexification?,full colexification
colex-leng1260,leng1260,Is_there_colexification?,unknown
colex-lenk1247,lenk1247,Is_there_colexification?,unknown
colex-lesi1239,lesi1239,Is_there_colexification?,lexically distinct
colex-lete1241,lete1241,Is_there_colexification?,lexically distinct
colex-leti1246,leti1246,Is_there_colexification?,partial colexification
colex-levu1239,levu1239,Is_there_colexification?,lexically distinct
colex-lewo1242,lewo1242,Is_there_colexification?,full colexification
colex-lewo1243,lewo1243,Is_there_colexification?,unknown
colex-lewo1244,lewo1244,Is_there_colexification?,lexically distinct
colex-liab1237,liab1237,Is_there_colexification?,lexically distinct
colex-lian1255,lian1255,Is_there_colexification?,unknown
colex-lihi1237,lihi1237,Is_there_colexification?,lexically distinct
colex-liki1241,liki1241,Is_there_colexification?,unknown
colex-liku1243,liku1243,Is_there_colexification?,full colexification
colex-limo1248,limo1248,Is_there_colexification?,lexically distinct
colex-lind1248,lind1248,Is_there_colexification?,unknown
colex-ling1265,ling1265,Is_there_colexification?,lexically distinct
colex-lioo1240,lioo1240,Is_there_colexification?,full colexification
colex-lisa1239,lisa1239,Is_there_colexification?,unknown
colex-lise1239,lise1239,Is_there_colexification?,unknown
colex-litz1237,litz1237,Is_there_colexification?,lexically distinct
colex-lola1248,lola1248,Is_there_colexification?,unknown
colex-lola1250,lola1250,Is_there_colexification?,unknown
colex-lole1239,lole1239,Is_there_colexification?,unknown
colex-loma1261,loma1261,Is_there_colexification?,unknown
colex-lonc1237,lonc1237,Is_there_colexification?,unknown
colex-long1395,long1395,Is_there_colexification?,full colexification
colex-long1406,long1406,Is_there_colexification?,unknown
colex-loni1238,loni1238,Is_there_colexification?,lexically distinct
colex-lonw1238,lonw1238,Is_there_colexification?,lexically distinct
colex-lora1237,lora1237,Is_there_colexification?,unknown
colex-lore1244,lore1244,Is_there_colexification?,lexically distinct
colex-lote1237,lote1237,Is_there_colexification?,lexically distinct
colex-loto1240,loto1240,Is_there_colexification?,partial colexification
colex-lotu1250,lotu1250,Is_there_colexification?,unknown
colex-loun1239,loun1239,Is_there_colexification?,unknown
colex-louu1245,louu1245,Is_there_colexification?,lexically distinct
colex-lowe1412,lowe1412,Is_there_colexification?,lexically distinct
colex-luan1263,luan1263,Is_there_colexification?,partial colexification
colex-lubu1241,lubu1241,Is_there_colexification?,unknown
colex-lubu1243,lubu1243,Is_there_colexification?,lexically distinct
colex-luhu1243,luhu1243,Is_there_colexification?,unknown
colex-lund1271,lund1271,Is_there_colexification?,lexically distinct
colex-lung1249,lung1249,Is_there_colexification?,full colexification
colex-lusi1240,lusi1240,Is_there_colexification?,unknown
colex-maan1238,maan1238,Is_there_colexification?,lexically distinct
colex-maba1278,maba1278,Is_there_colexification?,unknown
colex-maba1279,maba1279,Is_there_colexification?,unknown
colex-mada1285,mada1285,Is_there_colexification?,lexically distinct
colex-made1253,made1253,Is_there_colexification?,unknown
colex-madu1248,madu1248,Is_there_colexification?,unknown
colex-maee1241,maee1241,Is_there_colexification?,lexically distinct
colex-maen1235,maen1235,Is_there_colexification?,unknown
colex-mafe1237,mafe1237,Is_there_colexification?,lexically distinct
colex-maga1263,maga1263,Is_there_colexification?,lexically distinct
colex-maga1264,maga1264,Is_there_colexification?,unknown
colex-magi1241,magi1241,Is_there_colexification?,lexically distinct
colex-mago1248,mago1248,Is_there_colexification?,full colexification
colex-magu1243,magu1243,Is_there_colexification?,full colexification
colex-maha1309,maha1309,Is_there_colexification?,unknown
colex-maia1251,maia1251,Is_there_colexification?,unknown
colex-maii1238,maii1238,Is_there_colexification?,lexically distinct
colex-main1275,main1275,Is_there_colexification?,lexically distinct
colex-mais1250,mais1250,Is_there_colexification?,partial colexification
colex-maiw1249,maiw1249,Is_there_colexification?,unknown
colex-maiw1250,maiw1250,Is_there_colexification?,unknown
colex-maka1305,maka1305,Is_there_colexification?,unknown
colex-maka1311,maka1311,Is_there_colexification?,full colexification
colex-maku1277,maku1277,Is_there_colexification?,unknown
colex-mala1479,mala1479,Is_there_colexification?,lexically distinct
colex-mala1480,mala1480,Is_there_colexification?,unknown
colex-mala1481,mala1481,Is_there_colexification?,unknown
colex-mala1482,mala1482,Is_there_colexification?,unknown
colex-mala1484,mala1484,Is_there_colexification?,lexically distinct
colex-mala1487,mala1487,Is_there_colexification?,partial colexification
colex-mala1489,mala1489,Is_there_colexification?,partial colexification
colex-mala1534,mala1534,Is_there_colexification?,unknown
colex-male1289,male1289,Is_there_colexification?,lexically distinct
colex-malf1237,malf1237,Is_there_colexification?,lexically distinct
colex-mali1283,mali1283,Is_there_colexification?,unknown
colex-malo1243,malo1243,Is_there_colexification?,full colexification
colex-malo1245,malo1245,Is_there_colexification?,unknown
colex-malu1245,malu1245,Is_there_colexification?,lexically distinct
colex-mama1275,mama1275,Is_there_colexification?,partial colexification
colex-mama1276,mama1276,Is_there_colexification?,unknown
colex-mamb1305,mamb1305,Is_there_colexification?,lexically distinct
colex-mamb1306,mamb1306,Is_there_colexification?,partial colexification
colex-mamu1254,mamu1254,Is_there_colexification?,lexically distinct
colex-mamu1255,mamu1255,Is_there_colexification?,unknown
colex-mana1295,mana1295,Is_there_colexification?,lexically distinct
colex-mand1440,mand1440,Is_there_colexification?,partial colexification
colex-mand1442,mand1442,Is_there_colexification?,unknown
colex-mang1401,mang1401,Is_there_colexification?,full colexification
colex-mang1403,mang1403,Is_there_colexification?,lexically distinct
colex-mang1404,mang1404,Is_there_colexification?,partial colexification
colex-mang1405,mang1405,Is_there_colexification?,partial colexification
colex-mani1297,mani1297,Is_there_colexification?,unknown
colex-mano1275,mano1275,Is_there_colexification?,partial colexification
colex-mans1262,mans1262,Is_there_colexification?,lexically distinct
colex-manu1258,manu1258,Is_there_colexification?,unknown
colex-maor1246,maor1246,Is_there_colexification?,lexically distinct
colex-mapi1250,mapi1250,Is_there_colexification?,unknown
colex-mapo1242,mapo1242,Is_there_colexification?,partial colexification
colex-mapu1244,mapu1244,Is_there_colexification?,lexically distinct
colex-mara1397,mara1397,Is_there_colexification?,unknown
colex-mara1399,mara1399,Is_there_colexification?,partial colexification
colex-mara1404,mara1404,Is_there_colexification?,full colexification
colex-mari1426,mari1426,Is_there_colexification?,partial colexification
colex-mari1428,mari1428,Is_there_colexification?,partial colexification
colex-mari1429,mari1429,Is_there_colexification?,unknown
colex-mari1430,mari1430,Is_there_colexification?,unknown
colex-maro1244,maro1244,Is_there_colexification?,full colexification
colex-mars1254,mars1254,Is_there_colexification?,lexically distinct
colex-masa1307,masa1307,Is_there_colexification?,unknown
colex-masb1237,masb1237,Is_there_colexification?,unknown
colex-masb1238,masb1238,Is_there_colexification?,lexically distinct
colex-masi1265,masi1265,Is_there_colexification?,unknown
colex-masi1266,masi1266,Is_there_colexification?,lexically distinct
colex-masi1268,masi1268,Is_there_colexification?,unknown
colex-mask1242,mask1242,Is_there_colexification?,lexically distinct
colex-matb1237,matb1237,Is_there_colexification?,lexically distinct
